uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
12699,Patrick Egelund,Bronze Non-rare,N/A,247834,62,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,67,61,78,83,48,52,34,63,50,55,26,63,56,65,58,64,65,49,55,54,60,24,65,54,24,21,63,43,43,10,10,10,10,10
12700,Nasiru Moro,Bronze Non-rare,N/A,263733,62,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,55,60,48,44,73,67,80,60,67,44,60,24,45,53,38,49,20,25,61,62,62,58,59,62,60,59,28,23,30,10,10,10,10,10
12701,Musa Gurbanli,Bronze Non-rare,N/A,276614,62,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,69,69,67,61,71,66,71,56,38,62,15,65,48,60,40,61,62,44,57,33,42,16,71,33,22,15,57,59,61,10,10,10,10,10
12702,Suya Haering,Bronze Non-rare,N/A,72448,62,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,2,68,65,35,56,63,45,58,57,53,49,61,29,40,63,61,54,30,30,55,42,63,60,40,42,62,57,38,44,35,10,10,10,10,10
12703,Sean Dulić,Bronze Non-rare,N/A,73089,62,5,-1,-1,-1,0,0,0,0,12,5,0,0,0,1,4,69,72,59,59,74,65,73,54,53,57,58,21,31,59,39,39,21,31,61,43,58,60,36,43,65,63,22,28,34,10,10,10,10,10
12704,Elián Caicedo,Bronze Non-rare,N/A,77446,62,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,1,3,71,62,64,81,73,58,64,63,38,54,21,67,47,61,38,57,64,48,66,40,55,24,59,40,22,16,44,39,62,10,10,10,10,10
12705,Marc Gutbub,Bronze Non-rare,N/A,78318,62,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,65,66,65,59,63,48,59,53,26,46,24,59,53,59,55,62,69,39,57,47,56,21,67,47,24,20,58,38,55,10,10,10,10,10
12706,Rijad Sadiku,Bronze Non-rare,N/A,242358,62,5,-1,-1,-1,0,0,0,0,48,4,0,0,0,1,3,56,55,59,53,73,72,80,55,61,53,58,23,39,56,30,45,27,39,61,55,59,60,45,55,61,60,33,38,37,10,10,10,10,10
12707,Diogo Pinheiro Monteiro,Bronze Non-rare,N/A,263734,62,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,62,62,52,58,65,58,64,56,67,65,63,24,53,60,39,56,19,28,58,57,60,62,35,57,64,62,29,28,34,10,10,10,10,10
12708,Freddy Winsth,Bronze Non-rare,N/A,266174,62,3,-1,-1,-1,0,0,0,0,46,0,0,0,0,1,3,50,49,63,71,59,71,68,62,68,55,59,43,43,60,57,56,27,39,54,52,58,58,42,52,63,63,36,35,37,10,10,10,10,10
12709,Gilberto Flores,Bronze Non-rare,N/A,268610,62,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,3,65,63,48,56,71,54,70,60,63,43,59,41,34,55,32,40,41,26,65,54,60,58,41,54,63,61,28,29,36,10,10,10,10,10
12710,Lucas Ness,Bronze Non-rare,N/A,272672,62,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,61,63,47,53,66,68,78,57,64,53,61,35,39,49,35,44,26,27,61,45,54,63,47,45,62,60,23,40,38,10,10,10,10,10
12711,Sebastian Revan,Bronze Non-rare,N/A,275599,62,7,-1,-1,-1,0,0,0,0,9,48,0,0,0,1,3,65,53,55,69,53,61,48,61,57,45,59,53,42,55,55,62,37,35,54,55,56,58,36,55,67,68,33,38,44,10,10,10,10,10
12712,Hlynur Freyr Karlsson,Bronze Rare,N/A,70295,64,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,64,66,66,75,68,70,62,63,64,57,65,47,44,60,36,54,30,28,64,60,63,63,45,60,65,63,33,35,37,10,10,10,10,10
12713,Mads Agger,Bronze Rare,N/A,73298,64,27,-1,-1,-1,0,0,0,0,39,36,0,0,0,2,3,74,72,63,66,73,68,61,55,46,57,19,66,55,68,57,67,67,55,65,47,59,10,71,47,16,21,46,45,60,10,10,10,10,10
12714,Luka Tunjić,Bronze Rare,N/A,73746,64,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,2,3,68,69,57,62,57,62,57,63,44,58,24,59,64,68,45,66,57,49,49,63,66,30,59,63,33,29,46,57,56,10,10,10,10,10
12715,Franjo Prce,Bronze Rare,N/A,231916,64,5,-1,-1,-1,0,0,0,0,11,7,0,0,0,1,3,58,60,57,51,73,72,76,58,64,52,62,41,40,57,57,49,38,38,63,58,55,64,44,58,64,60,35,37,39,10,10,10,10,10
12716,Kai Eisele,Bronze Rare,N/A,239499,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,4,20,18,39,21,54,27,68,52,31,31,13,3,38,11,8,5,7,13,9,19,16,10,47,19,12,9,5,13,12,67,63,62,65,62
12717,Lamine Diaby Fadiga,Bronze Non-rare,N/A,244762,64,25,-1,-1,-1,0,0,0,0,44,32,0,0,0,2,3,64,67,66,54,75,62,77,60,41,61,15,62,57,65,49,64,64,59,62,53,59,19,63,53,25,22,58,52,61,10,10,10,10,10
12718,Saad Balobaid,Bronze Rare,N/A,260010,64,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,1,2,80,81,71,83,48,78,57,56,73,46,61,53,42,58,60,59,22,54,35,38,40,56,35,38,63,65,28,50,21,10,10,10,10,10
12719,Issouf Macalou,Bronze Non-rare,N/A,260914,64,12,-1,-1,-1,0,0,0,0,26,36,0,0,0,2,2,74,72,60,58,68,56,55,58,47,59,23,64,62,65,58,64,65,37,60,55,62,25,61,55,28,19,52,48,62,10,10,10,10,10
12720,Anosike Ementa,Bronze Rare,N/A,262962,64,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,3,55,70,62,32,77,60,87,62,67,58,20,65,56,66,32,60,61,33,64,53,62,23,69,53,21,19,55,48,52,10,10,10,10,10
12721,Andreas Jungdal,Bronze Non-rare,N/A,273047,64,0,-1,-1,-1,0,4,0,0,45,0,0,0,0,0,2,21,25,31,21,59,18,75,53,28,27,11,6,32,17,13,7,7,12,13,28,32,5,43,28,12,14,8,12,19,67,61,57,67,63
12722,Roberto León,Bronze Non-rare,N/A,278734,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,4,26,29,28,46,55,23,63,62,26,39,14,5,38,19,14,11,8,14,14,26,29,8,42,26,12,14,9,14,11,65,63,56,64,63
12723,Miguel Vegas,Bronze Rare,N/A,70756,64,10,-1,-1,-1,0,0,0,0,14,0,0,0,0,1,2,62,64,53,80,47,56,45,65,62,48,60,49,56,65,42,59,46,37,45,71,73,53,47,71,64,63,31,42,43,10,10,10,10,10
12724,Tammer Bany,Bronze Rare,N/A,70860,64,18,-1,-1,-1,0,0,0,0,33,42,0,0,0,2,3,68,70,64,66,67,55,63,60,58,59,21,60,62,66,36,65,65,38,59,59,65,17,65,59,21,20,54,50,56,10,10,10,10,10
12725,Alejo Sarco,Bronze Non-rare,N/A,71101,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,78,67,77,78,76,55,68,65,42,57,23,67,54,62,50,59,63,38,60,47,53,22,65,47,27,24,56,44,60,10,10,10,10,10
12726,William Lykke,Bronze Non-rare,N/A,73986,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,24,20,26,36,51,16,59,60,28,34,8,7,48,13,10,13,7,13,10,27,21,6,47,27,13,11,9,11,14,62,65,63,63,62
12727,Will Lankshear,Bronze Rare,N/A,75272,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,61,67,62,66,72,66,75,61,62,60,22,64,48,64,48,60,65,54,62,42,58,21,64,42,25,23,60,55,58,10,10,10,10,10
12728,Max Alleyne,Bronze Non-rare,N/A,76250,64,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,72,75,61,68,75,62,75,61,63,59,65,33,48,55,35,61,24,20,59,42,54,63,38,42,64,62,28,40,38,10,10,10,10,10
12729,Manuel Fernández,Bronze Non-rare,N/A,76732,64,12,-1,-1,-1,0,0,0,0,23,0,0,0,0,2,3,87,85,82,77,51,52,41,53,31,48,21,46,50,71,54,72,55,47,40,52,60,27,66,52,30,30,52,48,60,10,10,10,10,10
12730,DeAira Jackson,Bronze Non-rare,N/A,77300,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,26,23,30,49,41,18,40,66,22,30,7,7,46,11,11,11,7,11,14,26,28,9,46,26,14,10,7,12,16,61,65,61,65,60
12731,Manjrekar James,Bronze Rare,N/A,227847,64,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,57,65,47,62,78,65,86,56,70,54,60,32,40,51,39,42,28,25,65,55,60,62,62,55,62,59,35,48,40,10,10,10,10,10
12732,Joshua Yaro,Bronze Non-rare,N/A,232083,64,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,81,75,69,70,71,69,65,66,69,62,66,15,22,54,41,49,22,32,52,56,60,66,36,56,66,66,15,41,38,10,10,10,10,10
12733,Ivan Franjić,Bronze Non-rare,N/A,244078,64,18,-1,-1,-1,8200,0,0,0,33,0,0,0,0,3,4,69,68,75,73,51,62,58,61,38,59,28,59,65,66,52,63,55,64,35,62,66,24,68,62,32,30,38,63,49,10,10,10,10,10
12734,Bruce Anderson,Bronze Rare,N/A,245174,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,80,75,75,65,75,65,62,63,55,59,14,62,53,63,49,62,64,44,62,36,57,16,70,36,12,14,63,62,62,10,10,10,10,10
12735,Alfred Scriven,Bronze Non-rare,N/A,247107,64,16,-1,-1,-1,0,0,0,0,30,23,0,0,0,2,2,65,70,58,49,71,57,74,63,51,63,13,64,62,64,63,63,64,51,59,56,61,14,59,56,20,17,58,46,50,10,10,10,10,10
12736,Fernando Romero,Bronze Rare,N/A,254725,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,57,73,59,64,71,64,71,61,58,48,20,61,59,58,36,62,68,49,66,46,62,21,65,46,19,21,71,33,66,10,10,10,10,10
12737,Hugo Rojas,Bronze Rare,N/A,254890,64,12,-1,-1,-1,0,0,0,0,23,35,0,0,0,2,4,70,64,65,72,37,65,32,58,47,46,55,67,62,65,53,67,61,39,36,64,64,34,33,64,62,43,39,37,41,10,10,10,10,10
12738,Miguel Berry,Bronze Rare,N/A,256018,64,25,-1,-1,-1,536870913,0,0,0,42,0,0,0,0,1,4,68,69,58,48,76,63,77,64,61,60,25,63,53,63,32,66,61,46,62,38,58,23,70,38,22,24,58,57,54,10,10,10,10,10
12739,Tim Sechelmann,Bronze Rare,N/A,262926,64,5,-1,-1,-1,0,0,0,0,48,9,0,0,0,1,2,60,61,56,57,74,66,84,58,63,54,61,40,34,60,56,52,33,35,56,58,58,60,33,58,65,63,34,48,37,10,10,10,10,10
12740,Jóannes Bjartalíð,Bronze Rare,N/A,70126,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,69,70,63,64,71,64,69,63,64,56,20,63,55,63,31,62,64,39,62,54,59,23,63,54,16,18,59,41,65,10,10,10,10,10
12741,Rafael Pinto Pedrosa,Bronze Rare,N/A,72128,64,3,-1,-1,-1,0,0,0,0,5,0,0,0,0,1,3,78,72,77,63,62,63,51,60,56,53,57,45,46,66,62,65,25,25,50,49,62,55,29,49,62,59,28,45,39,10,10,10,10,10
12742,Wouter Prins,Bronze Rare,N/A,72299,64,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,77,72,73,72,55,68,55,58,72,53,62,49,35,63,60,56,23,29,32,47,58,62,43,47,65,63,24,48,30,10,10,10,10,10
12743,Lucía Vallejo Blázquez,Bronze Rare,N/A,72345,64,7,-1,-1,-1,0,0,0,0,9,27,38,0,0,1,2,67,65,61,61,55,62,45,50,51,61,57,59,48,61,68,55,38,32,55,59,70,52,43,59,68,64,35,60,40,10,10,10,10,10
12744,Marko Gjorgjievski,Bronze Non-rare,N/A,79002,64,25,-1,-1,-1,536870928,0,0,0,41,0,0,0,0,2,3,65,69,54,63,77,66,78,54,54,58,13,66,57,60,53,57,67,42,65,49,65,14,70,49,20,17,58,42,58,10,10,10,10,10
12745,Dana Scheriff,Bronze Non-rare,N/A,80340,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,68,70,63,75,74,64,71,62,59,60,22,62,52,64,38,60,64,46,66,34,54,24,65,34,24,21,55,58,61,10,10,10,10,10
12746,Jayden Stockley,Bronze Non-rare,N/A,195427,64,25,-1,-1,-1,524308,0,0,0,41,0,0,0,0,1,2,53,52,52,48,82,76,86,63,74,62,37,65,55,63,31,57,63,55,72,43,58,32,70,43,25,18,58,47,67,10,10,10,10,10
12747,Luiz Humberto Da Silva Silva,Bronze Non-rare,N/A,231965,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,72,68,71,67,66,30,58,56,33,56,17,65,58,66,58,68,64,61,55,42,62,43,71,42,23,20,66,68,62,10,10,10,10,10
12748,Tim Rönning,Bronze Rare,N/A,242200,64,0,-1,-1,-1,0,4,0,0,2,0,0,0,0,0,3,15,21,29,44,48,45,59,58,27,36,10,9,45,16,15,12,10,11,10,47,45,16,48,47,10,11,20,32,12,63,64,64,65,63
12749,Lamine Gueye,Bronze Non-rare,N/A,256689,64,12,-1,-1,-1,2097152,0,0,0,23,0,0,0,0,2,3,70,68,71,72,66,51,56,59,38,63,19,60,59,65,62,64,61,67,61,60,64,19,69,60,23,18,66,65,67,10,10,10,10,10
12750,Shayden Morris,Bronze Non-rare,N/A,257699,64,12,-1,-1,-1,0,0,0,0,23,37,0,0,0,2,2,90,90,90,72,46,56,33,57,50,60,24,57,60,59,59,64,58,48,30,47,59,20,56,47,27,23,51,59,50,10,10,10,10,10
12751,Justin Hubner,Bronze Non-rare,N/A,258926,64,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,58,57,60,59,68,58,68,57,78,55,62,34,48,58,49,53,36,32,64,63,59,61,52,63,64,61,32,39,41,10,10,10,10,10
12752,Alex Gilbert,Bronze Non-rare,N/A,260402,64,16,-1,-1,-1,0,0,0,0,28,33,0,0,0,2,3,67,65,70,67,52,61,56,61,54,61,22,62,60,64,59,63,62,52,43,60,64,24,67,60,28,28,53,55,51,10,10,10,10,10
12753,Lasse Nordås,Bronze Rare,N/A,262732,64,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,2,75,76,68,57,81,55,79,58,42,55,24,65,48,63,38,60,63,36,62,40,57,22,60,40,20,18,56,48,55,10,10,10,10,10
12754,Bernard Acheampong,Bronze Non-rare,N/A,77055,59,23,-1,-1,-1,0,0,0,0,35,0,0,0,0,1,3,79,82,62,78,55,59,46,51,51,53,17,56,53,59,53,56,55,31,48,51,54,24,58,51,21,22,38,39,50,10,10,10,10,10
12755,Magnus Baars,Bronze Non-rare,N/A,78131,59,27,-1,-1,-1,0,0,0,0,38,35,0,0,0,2,2,65,71,77,68,50,57,57,53,40,51,20,57,51,58,54,60,60,45,40,40,55,25,64,40,31,22,54,50,55,10,10,10,10,10
12756,Antonio Bordușanu,Bronze Rare,N/A,263642,59,16,-1,-1,-1,0,0,0,0,27,23,38,0,0,2,3,72,72,75,76,41,55,43,52,55,57,28,56,55,61,53,61,52,33,35,53,56,29,54,53,34,25,41,40,50,10,10,10,10,10
12757,Miłosz Strzeboński,Bronze Non-rare,N/A,269427,59,18,-1,-1,-1,0,0,0,0,32,18,0,0,0,1,3,58,62,65,64,49,57,54,49,45,60,24,60,62,63,40,55,50,40,47,65,62,41,56,65,45,50,43,48,68,10,10,10,10,10
12758,Niklas Jahn,Bronze Non-rare,N/A,270583,59,10,-1,-1,-1,0,0,0,0,14,0,0,0,0,1,3,64,62,80,90,36,51,34,56,57,56,57,47,58,60,37,57,33,42,43,63,65,59,52,63,58,62,36,55,34,10,10,10,10,10
12759,Juan Larios López,Bronze Non-rare,N/A,271669,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,72,65,68,82,48,51,44,53,55,41,52,56,45,61,61,60,39,37,49,37,59,55,28,37,60,56,35,43,38,10,10,10,10,10
12760,Dylan Peraić-Cullen,Bronze Rare,N/A,277571,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,29,36,33,29,51,27,55,55,24,32,11,8,29,13,12,10,8,11,14,24,23,8,41,24,12,12,8,11,16,61,55,54,61,56
12761,Tom Negrel,Bronze Non-rare,N/A,277644,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,21,25,34,28,45,21,52,49,28,34,9,4,33,11,11,9,4,10,11,30,34,5,45,30,12,13,5,23,13,56,57,60,62,61
12762,Harrison Jones,Bronze Non-rare,N/A,71493,59,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,2,3,69,67,71,76,42,52,45,58,40,57,35,56,59,59,53,58,53,52,37,53,59,36,51,53,38,35,50,54,48,10,10,10,10,10
12763,Matti Wagner,Bronze Rare,N/A,73160,59,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,1,3,70,79,71,66,49,56,51,58,39,50,54,23,44,57,52,50,26,38,44,46,56,56,48,46,58,54,28,31,44,10,10,10,10,10
12764,Kaheim Dixon,Bronze Non-rare,N/A,74922,59,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,2,83,86,70,65,68,55,55,57,43,54,15,58,51,55,41,54,59,45,52,39,49,11,58,39,21,17,53,46,55,10,10,10,10,10
12765,Bogdan Marian,Bronze Non-rare,N/A,76119,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,2,67,69,64,64,52,43,52,56,52,42,57,45,52,58,58,54,30,50,48,45,55,57,45,45,55,58,32,52,35,10,10,10,10,10
12766,Axel Cabellos,Bronze Non-rare,N/A,77608,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,67,67,65,64,45,65,44,55,48,41,61,44,38,54,52,54,40,48,48,50,55,55,44,50,55,52,42,55,40,10,10,10,10,10
12767,Sonny Duflos,Bronze Non-rare,N/A,79789,59,3,-1,-1,-1,0,0,0,0,3,0,0,0,0,1,3,62,60,53,71,54,52,54,59,54,60,58,48,48,56,55,52,38,36,52,46,55,56,45,46,59,57,29,46,41,10,10,10,10,10
12768,Alessandro Crimaldi,Bronze Non-rare,N/A,80264,59,27,-1,-1,-1,0,0,0,0,38,0,0,0,0,1,3,73,65,68,67,54,50,59,47,28,42,16,55,48,61,58,64,58,33,37,54,60,23,65,54,27,30,49,55,58,10,10,10,10,10
12769,Jae Suk Oh,Bronze Non-rare,N/A,232626,59,3,-1,-1,-1,131072,0,0,0,3,7,0,0,0,1,4,55,43,58,69,63,63,68,57,60,58,57,53,53,57,58,58,31,32,57,53,57,58,37,53,59,57,31,56,34,10,10,10,10,10
12770,Lin Cui,Bronze Non-rare,N/A,243107,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,4,69,64,62,77,56,68,66,60,55,53,58,56,47,56,57,59,26,31,42,38,46,57,25,38,56,54,27,44,44,10,10,10,10,10
12771,Nino Ziswiler,Bronze Non-rare,N/A,245407,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,23,24,35,32,45,24,52,41,20,26,12,8,38,10,14,12,5,14,11,25,20,7,39,25,11,13,8,13,12,59,64,52,59,61
12772,Freddie Issaka,Bronze Non-rare,N/A,268606,59,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,81,77,78,71,67,50,55,58,36,55,25,59,51,57,51,60,59,46,52,41,52,16,58,41,13,10,57,48,55,10,10,10,10,10
12773,Max Hagemoser,Bronze Non-rare,N/A,269916,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,28,17,24,28,55,28,63,46,25,30,12,7,39,12,12,14,8,13,14,19,23,7,44,19,10,14,7,10,13,61,56,58,60,59
12774,Ionuț Gurău,Bronze Rare,N/A,270372,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,28,28,23,22,59,23,72,58,20,29,14,6,28,16,10,13,7,14,12,17,28,6,41,17,11,10,6,13,15,62,58,55,57,58
12775,Divin Mubama,Bronze Non-rare,N/A,271227,59,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,70,74,63,67,67,54,62,56,58,55,20,59,47,56,41,57,61,38,58,39,48,23,59,39,27,18,55,45,56,10,10,10,10,10
12776,Fábio Rúben Soares Jaló,Bronze Non-rare,N/A,272446,59,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,4,81,72,77,74,64,53,51,60,45,58,12,59,57,60,45,59,59,53,53,27,50,25,58,27,24,21,54,53,53,10,10,10,10,10
12777,Krisztián Hegyi,Bronze Non-rare,N/A,274104,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,25,25,30,31,46,15,51,56,15,21,6,4,31,10,14,13,7,13,14,16,20,5,44,16,10,13,8,14,16,60,57,58,60,58
12778,Aydan Hammond,Bronze Rare,N/A,70177,59,23,-1,-1,-1,0,0,0,0,35,31,38,0,0,1,2,85,83,65,68,57,41,52,51,40,43,22,56,52,57,54,59,52,49,40,42,55,19,63,42,20,21,46,47,47,10,10,10,10,10
12779,José Guilherme Ribeiro,Bronze Non-rare,N/A,71476,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,1,21,23,20,24,45,19,52,49,28,38,14,6,30,19,11,7,9,14,11,16,16,6,43,16,10,13,8,14,15,60,58,57,62,58
12780,Stefano Mazzini,Bronze Rare,N/A,72839,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,30,21,30,59,52,28,57,48,27,39,12,8,45,13,14,5,9,14,14,19,25,5,41,19,13,10,6,14,12,59,59,55,60,58
12781,Pablo Altamirano,Bronze Non-rare,N/A,75189,59,18,-1,-1,-1,0,0,0,0,31,22,0,0,0,2,3,51,51,49,67,38,38,46,48,48,53,53,52,65,61,48,60,50,44,41,65,68,51,51,65,56,55,44,52,51,10,10,10,10,10
12782,Marwin Schmitz,Bronze Non-rare,N/A,75476,59,10,-1,-1,-1,0,0,0,0,14,0,0,0,0,1,3,64,59,61,63,57,54,55,54,52,39,60,29,57,60,42,55,31,32,50,57,63,55,41,57,58,58,35,42,37,10,10,10,10,10
12783,Răzvan Milea,Bronze Non-rare,N/A,79065,59,18,-1,-1,-1,0,0,0,0,31,25,29,0,0,2,3,68,64,68,81,38,57,41,57,32,54,33,58,58,62,59,61,55,48,38,52,56,42,54,52,35,33,43,48,53,10,10,10,10,10
12784,Nesto Groen,Bronze Non-rare,N/A,80151,59,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,3,62,66,52,57,68,58,60,51,55,51,25,55,47,53,33,57,63,40,67,35,55,30,62,35,31,30,55,43,61,10,10,10,10,10
12785,Patricio Albornoz,Bronze Non-rare,N/A,245094,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,24,32,28,28,43,25,48,55,27,43,13,9,20,12,11,7,8,11,12,25,15,10,41,25,12,9,8,13,9,60,59,54,62,55
12786,Josh Davison,Bronze Non-rare,N/A,254838,59,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,4,61,66,59,61,77,72,83,54,73,53,15,56,43,55,30,54,56,47,61,36,54,19,65,36,11,13,56,52,58,10,10,10,10,10
12787,Paul Tschernuth,Bronze Non-rare,N/A,262922,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,18,17,22,38,36,24,41,41,25,30,7,5,21,20,11,12,8,11,12,20,24,6,45,20,11,12,10,12,19,60,61,60,60,58
12788,Paul Schermer,Bronze Rare,N/A,263092,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,25,22,24,42,47,18,53,51,22,31,9,6,30,15,11,8,5,12,14,27,25,7,42,27,12,11,9,11,12,62,57,56,61,57
12789,Nicolò Cavuoti,Bronze Non-rare,N/A,271202,59,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,2,3,74,63,71,70,49,44,52,56,38,57,21,45,59,65,53,63,47,63,33,62,61,35,53,62,30,33,56,65,44,10,10,10,10,10
12790,Roy Steur,Bronze Non-rare,N/A,271748,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,27,30,35,25,54,29,62,52,27,35,11,4,42,17,14,13,10,11,13,28,25,5,40,28,13,10,6,11,10,60,56,53,62,58
12791,Cian Byrne,Bronze Rare,N/A,272877,59,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,51,53,52,54,62,55,71,56,64,51,59,29,40,56,38,51,42,63,54,50,54,59,41,50,59,58,46,62,43,10,10,10,10,10
12792,David Ezeh,Bronze Rare,N/A,275184,59,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,2,72,74,69,65,66,56,58,56,52,54,19,55,48,59,35,58,59,40,56,46,55,18,57,46,24,21,55,47,52,10,10,10,10,10
12793,Jun Gyu Lee,Bronze Non-rare,N/A,71204,59,14,-1,-1,-1,0,0,0,0,22,27,0,0,0,1,3,62,63,73,77,42,68,43,62,52,45,49,60,63,63,48,57,32,36,46,57,63,34,49,57,52,45,32,37,41,10,10,10,10,10
12794,Mohammed Sawaan,Bronze Non-rare,N/A,72739,59,16,-1,-1,-1,0,0,0,0,28,23,0,0,0,1,3,72,78,73,79,41,60,41,58,35,51,23,56,57,55,52,59,53,34,37,41,53,45,53,41,38,24,36,44,38,10,10,10,10,10
12795,Danae van der Vliet,Bronze Non-rare,N/A,77243,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,1,24,26,35,46,37,25,34,59,31,22,18,9,27,11,17,9,10,15,18,31,28,9,45,31,20,18,10,16,21,59,56,60,61,55
12796,Alessandro Bellemo,Silver Non-rare,N/A,220933,71,14,-1,-1,-1,67108864,0,0,0,18,14,0,0,0,1,2,51,49,65,70,59,92,58,66,65,68,69,62,66,74,64,67,59,62,58,72,78,62,68,72,65,63,65,58,62,10,10,10,10,10
12797,Michael Barrios,Silver Non-rare,N/A,221306,71,12,-1,-1,-1,2097184,0,0,0,23,0,0,0,0,2,3,85,82,85,86,60,71,44,59,52,72,34,69,69,69,67,73,69,65,54,60,65,54,74,60,31,25,70,65,59,10,10,10,10,10
12798,Lorenzo Dickmann,Silver Non-rare,N/A,229456,71,3,-1,-1,-1,0,0,0,0,5,0,0,0,0,1,3,70,69,71,83,61,88,56,64,64,66,72,62,60,64,63,65,48,45,53,58,64,70,57,58,70,70,52,62,43,10,10,10,10,10
12799,Siebe Horemans,Silver Rare,N/A,235222,71,3,-1,-1,-1,268668928,0,0,0,4,48,0,0,0,1,3,76,74,71,72,82,75,80,66,77,67,73,48,58,63,67,64,27,30,63,68,66,70,54,68,69,64,23,50,36,10,10,10,10,10
12800,Mateus da Silva Vital Assumpção,Silver Rare,N/A,238704,71,18,-1,-1,-1,1056769,0,0,0,31,22,29,0,0,2,3,77,77,73,75,62,72,66,66,38,58,52,65,71,76,61,77,64,60,39,61,68,40,57,61,41,38,50,55,53,10,10,10,10,10
12801,Federico Navarro,Silver Rare,N/A,246335,71,10,-1,-1,-1,2359296,0,0,0,15,18,0,0,0,1,3,73,74,77,79,61,73,48,66,82,77,72,52,61,67,56,69,34,42,59,67,72,64,58,67,76,75,35,46,55,10,10,10,10,10
