playerid,firstname,surname,playerjerseyname,commonname,overallrating,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,role3,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role4
238173,,,,,67,0,0,0,23,2310101,0,0,0,61,1,86,0,0,0,69,0,234,0,18,23,51,58,0,0,0,56,10,0,15,31,55,67,12,0,63,57,221002,56,2027,67,70,12,0,-1,1,533,69,88,0,184,0,0,14,63,124,151191,12,0,0,66,64,63,0,0,74,0,1,0,0,63,0,238173,10,22,1,-1,61,48,2,0,0,0,0,51,74,57,38,0,-1,0,1,9,9,0,1,0,16,161698,1,0,167,1,0,4,58,4,0,77,16917,0,13,0,1,0,63,4,0,0,503,4,0,0,0,3,2,0,0,30,0,2,0,82,27,0,-1,55,0,0,0,25443,16933,25444,0
238177,,,,,64,0,0,0,18,60101,0,3,245,66,1,69,0,0,0,58,0,284,0,62,-1,66,53,0,0,0,57,11,0,61,31,68,66,11,0,63,60,232201,63,2026,54,58,57,0,-1,0,3519,62,55,0,181,0,0,10,68,159,152411,14,0,0,63,69,65,4096,0,68,0,2,0,0,71,0,238177,13,58,1,-1,64,60,1,0,0,0,0,56,57,65,45,0,-1,0,0,6,9,0,1,0,0,161333,1,0,14,1,0,3,57,3,0,83,2322,0,13,0,1,0,57,2,0,0,501,3,0,0,0,2,0,0,0,30,0,2,0,56,57,0,-1,52,0,0,3,14776,14776,0,0
238179,,,,,65,0,0,12,11,1780101,0,0,259,31,1,40,0,0,0,33,0,211,0,64,-1,51,30,0,0,0,26,7,0,64,31,36,66,6,0,60,57,232001,52,2026,22,44,62,0,-1,0,50,47,54,0,195,3,0,-1,87,127,151925,5,0,0,49,80,41,268959744,0,85,0,2,0,0,44,0,238179,10,64,1,-1,53,23,1,0,0,0,0,65,55,47,64,0,-1,0,0,5,10,0,1,0,0,158595,1,0,14,2,0,3,77,4,0,78,8446,0,12,0,1,6144,28,3,0,0,503,3,0,0,0,1,1,0,0,30,0,5,0,54,64,0,-1,23,0,0,21,14699,14699,0,0
238180,,,,,70,0,0,0,41,60101,6,2,0,47,1,69,0,0,0,72,0,91,0,17,-1,52,52,0,0,0,60,13,0,17,31,51,70,13,0,67,66,223101,57,2027,73,66,19,0,-1,0,1526,66,66,0,180,3,0,-1,79,254,151310,25,0,0,68,69,70,536870928,0,85,0,2,0,0,53,0,238180,13,26,1,-1,66,42,2,0,0,0,0,44,68,57,70,0,-1,0,0,9,8,0,1,0,0,161538,1,0,52,1,0,2,79,2,0,68,7450,0,7,0,1,0,68,2,0,0,503,3,0,0,0,2,0,0,0,30,0,2,0,67,28,0,-1,64,0,0,0,34723,5985,0,0
238184,,,,,64,0,0,33,38,60101,0,0,0,49,1,75,0,0,0,59,0,451,0,40,12,50,58,0,0,0,64,14,0,23,31,50,64,8,0,58,52,223101,57,2025,63,67,45,0,-1,0,0,67,82,0,170,3,0,18,51,379,151501,27,0,0,64,59,65,0,0,69,0,2,0,0,85,0,238184,7,36,1,-1,63,61,2,0,0,0,0,72,80,56,49,0,-1,0,0,7,9,0,1,0,0,159543,1,0,52,2,0,2,60,4,0,65,5341,0,5,0,2,0,62,5,0,23,501,3,0,0,0,5,0,0,0,30,0,8,0,81,33,0,16,49,0,0,0,13992,13992,0,0
238186,,,,,79,127,0,0,45,60101,1,2,0,13,1,41,0,0,0,8,0,36,1,10,-1,33,18,0,0,0,7,79,0,11,31,12,85,81,0,73,58,223101,49,2029,8,13,14,0,-1,0,8,81,25,0,199,3,0,-1,82,103,152296,0,0,0,15,79,53,0,2,99,0,2,0,0,28,0,238186,71,27,1,-1,35,14,0,0,0,0,0,25,28,71,10,0,-1,0,1,76,2,3,1,0,0,161702,0,0,37,1,0,2,67,2,3,37,23584,0,79,0,0,2,76,2,0,0,501,2,0,0,0,1,0,0,0,30,0,5,0,79,15,0,-1,5,0,0,19,5652,5652,0,0
238191,,,,,60,0,0,42,23,2360401,0,6,247,42,1,78,0,0,0,57,0,635,0,31,23,43,55,0,0,0,56,12,0,23,31,56,63,9,0,54,55,223101,56,2027,56,59,22,0,-1,0,2002,61,81,0,175,3,0,25,61,123,152285,12,0,0,57,60,53,0,0,69,0,2,0,0,81,0,238191,7,31,1,-1,55,40,2,0,0,0,0,50,82,52,60,0,-1,0,1,7,6,0,1,0,0,161519,1,0,14,2,0,3,76,2,0,62,6923,0,9,0,2,0,55,2,0,0,503,3,0,0,0,1,0,0,0,30,0,2,0,81,28,0,-1,46,0,0,6,5558,5558,0,0
238193,,,,,65,2,0,0,1,30301,0,6,0,23,0,81,0,0,0,32,0,77,0,19,-1,31,44,0,0,0,21,65,0,41,15,31,65,65,0,65,73,223101,77,2028,13,23,18,0,-1,0,15,65,55,0,189,1,0,-1,79,1,126747,0,0,0,41,65,49,0,0,82,0,0,0,0,66,0,238380,65,62,1,-1,32,28,0,0,0,0,0,61,67,65,18,0,-1,0,0,65,5,1,1,0,0,161725,0,0,40,1,0,3,89,5,1,48,21515,0,65,1,0,512,65,2,0,0,500,2,0,4,0,1,2,0,0,0,0,21,0,65,19,0,-1,21,0,0,6,39401,39401,0,0
238194,,,,,73,0,0,31,42,60101,0,0,259,73,1,82,0,0,0,75,0,243,0,29,14,60,71,0,0,0,72,11,0,27,31,65,74,12,102,73,75,232001,63,2025,74,75,31,0,-1,0,1503,76,85,0,176,3,0,18,73,69,151839,25,0,0,73,72,76,4,0,64,0,2,0,0,86,0,238194,10,33,1,-1,71,68,2,0,0,0,0,62,80,67,63,0,-1,0,0,14,4,0,1,0,8,160788,1,0,52,1,0,3,80,3,0,76,26471,0,14,0,3,0,73,4,0,0,501,3,0,0,0,3,0,0,0,30,0,2,0,83,33,0,-1,63,0,0,0,5830,26349,0,0
238195,,,,,65,0,0,23,24,30101,0,6,0,56,1,73,0,0,0,62,0,149,0,61,-1,54,38,0,0,0,56,12,0,61,31,59,65,11,0,59,60,232001,60,2025,58,61,60,0,-1,1,3,63,80,0,184,3,0,3,63,106,150262,12,0,0,63,65,56,0,2,75,0,2,0,0,65,0,238195,13,60,1,-1,61,39,2,0,0,0,0,59,80,58,58,0,-1,0,1,11,8,0,1,0,16,161028,1,0,24,1,0,4,73,4,0,74,38164,0,15,0,2,0,56,2,0,5,502,2,0,0,0,1,0,0,0,30,0,1,0,80,58,0,-1,54,0,0,3,18439,18439,0,0
238196,,,,,69,0,0,39,27,2080101,0,15,35,62,1,80,0,0,0,68,0,53,0,39,-1,62,60,0,0,0,68,8,0,42,31,66,70,11,0,64,66,223101,67,2027,68,69,32,0,-1,0,9,70,75,0,177,0,0,27,60,379,152154,16,0,0,69,60,69,128,0,75,0,2,0,0,74,0,238196,10,41,1,-1,67,56,2,0,0,0,0,48,76,65,39,0,-1,0,1,7,3,0,1,0,9,161566,1,0,24,1,0,3,60,2,0,69,2673,0,7,0,2,0,68,2,0,0,501,3,0,0,0,1,0,0,0,30,0,1,0,75,45,0,-1,66,0,0,0,34020,34010,0,0
238197,,,,,59,0,0,13,12,2290401,0,6,289,51,1,42,0,0,0,55,0,245,0,58,10,57,30,0,0,0,62,7,0,57,31,48,61,13,0,51,42,223101,35,2025,39,54,59,0,-1,0,56,51,48,0,183,3,0,3,75,103,151890,5,0,0,52,66,64,0,2,85,0,2,0,0,46,0,238197,13,58,1,-1,56,40,1,0,0,0,0,61,52,49,58,0,-1,0,0,7,2,0,1,0,0,161333,1,0,14,1,0,2,67,2,0,51,32504,0,9,0,1,0,48,2,0,3,503,4,0,0,0,3,0,0,0,30,0,3,0,50,58,0,12,23,0,0,12,5004,5004,0,0
238212,,,,,81,91,0,0,45,1450101,0,4,0,14,1,54,0,0,0,14,0,537,1,18,-1,53,32,0,0,0,14,79,0,19,31,17,82,82,0,77,57,130101,57,2027,18,15,19,0,-1,0,9530,82,44,0,175,3,0,-1,42,125,150606,0,0,0,30,84,62,0,2,66,1,2,0,0,55,1,238212,83,40,3,-1,56,15,0,0,0,0,0,21,38,83,17,0,-1,0,1,78,2,3,1,0,0,158625,0,0,95,1,0,2,53,5,2,39,17092,0,84,0,0,4611,78,3,0,0,502,2,0,2,0,1,0,0,0,30,0,2,0,79,12,0,-1,12,0,0,6,6201,6201,0,0
238216,,,,,81,0,0,21,18,60201,0,5,35,73,1,73,0,0,0,82,0,647,3,81,16,81,63,0,0,0,77,7,0,80,31,75,85,9,0,82,81,223101,80,2029,74,78,79,0,-1,0,4003,78,77,0,182,3,0,18,78,379,152421,14,0,0,80,84,81,67207168,0,77,1,2,0,0,72,0,238216,15,79,3,-1,83,73,2,0,0,0,0,87,72,80,66,0,-1,0,0,6,2,0,1,0,8,161384,0,0,14,1,0,4,79,5,0,93,7667,0,9,0,1,512,76,1,0,33,501,4,0,4,0,1,1,0,0,30,0,2,0,75,79,0,-1,70,0,0,6,12696,12696,0,30
238220,,,,,68,0,0,16,15,1140101,0,0,38,48,1,51,0,0,0,60,0,115,0,64,5,64,51,0,0,0,55,15,0,68,31,50,69,11,0,67,55,232001,65,2027,42,66,68,0,-1,0,1516,64,60,0,183,1,0,14,74,226,151283,10,0,0,66,74,57,589824,0,75,0,2,0,0,69,0,238220,8,64,1,-1,70,47,1,0,0,0,0,64,55,62,59,0,-1,0,1,10,9,0,1,0,0,161314,1,0,45,1,0,3,68,3,0,82,17493,0,7,0,1,0,49,3,0,18,502,3,0,0,0,1,0,0,0,30,0,2,0,58,63,0,-1,36,0,0,0,4330,16735,17486,0
238221,,,,,61,0,0,0,11,60101,0,0,251,43,1,49,0,0,0,27,0,640,0,61,-1,41,38,0,0,0,26,14,0,60,31,27,63,10,0,58,49,223101,35,2027,21,41,60,0,-1,0,35,46,54,0,188,0,0,-1,80,70,152036,5,0,0,49,73,43,0,0,76,0,2,0,0,51,0,238221,15,61,1,-1,46,30,1,0,0,0,0,63,52,38,58,0,-1,0,0,12,3,0,1,0,0,161333,1,0,10,2,0,4,70,4,0,69,27128,0,14,0,1,0,28,3,0,0,501,3,0,0,0,2,1,0,0,30,0,5,0,53,62,0,-1,32,0,0,0,35868,35868,0,0
238222,,,,,71,0,0,5,6,2290000,0,2,243,65,1,75,0,0,0,59,0,234,4,66,-1,62,40,0,0,0,46,6,0,64,31,66,71,6,0,68,61,232001,56,2026,52,65,64,0,-1,0,1505,67,86,0,186,3,0,12,76,379,151685,3,0,0,67,79,64,4104,0,81,0,2,0,0,78,0,238222,11,64,1,-1,65,42,2,0,0,0,0,74,83,62,62,0,-1,0,2,6,1,0,1,0,0,160957,0,0,46,1,0,3,83,4,0,88,11711,0,8,0,2,256,52,2,0,0,501,4,0,0,0,1,1,0,0,30,0,5,0,85,62,0,-1,38,0,0,1,4048,4048,0,0
238224,,,,,72,0,0,0,44,40101,0,21,27,65,1,67,0,0,0,72,0,240,0,15,-1,40,75,0,0,0,68,5,0,15,31,40,72,5,0,71,67,220101,43,2028,75,67,24,0,-1,2,528,66,73,0,196,3,0,-1,91,383,150361,25,0,0,66,83,80,524304,0,98,0,2,0,0,53,0,238224,7,28,1,-1,54,45,2,0,0,0,0,72,67,47,78,0,-1,0,0,7,9,0,1,0,6,161715,1,0,54,1,0,4,83,2,0,75,1855,0,8,0,2,0,74,8,0,0,501,3,0,0,0,9,0,16,0,30,0,6,0,70,35,0,-1,59,1,0,0,23617,23778,23626,0
238227,,,,,74,0,0,24,25,60201,0,0,0,62,1,88,0,0,0,69,0,194,2,57,-1,64,59,0,0,0,70,10,0,57,31,67,75,12,0,70,70,230101,69,2026,68,77,55,0,-1,0,1019,76,86,0,175,3,0,23,61,34,152075,12,0,0,74,67,73,36175872,0,69,0,2,0,0,76,0,238227,11,57,1,-1,68,58,3,0,0,0,0,60,90,67,62,0,-1,0,1,8,9,3,1,0,0,160076,0,0,136,1,0,4,78,4,0,83,20321,0,11,0,2,0,69,10,0,0,501,3,0,1,0,6,0,0,0,30,0,1,0,88,57,0,-1,68,0,0,0,9224,9224,0,0
238230,,,,,76,0,0,30,27,2320000,0,0,0,70,1,77,0,0,0,70,0,285,0,22,27,71,50,0,0,0,76,10,0,29,31,72,79,7,0,72,62,220101,73,2026,74,80,28,0,-1,0,1000,77,84,0,168,3,0,18,58,84,152529,16,0,0,75,57,76,2097152,0,68,0,2,0,0,83,0,238230,6,30,1,-1,74,61,2,0,0,0,0,33,86,72,39,0,-1,0,1,12,9,0,1,0,0,161174,1,0,56,2,0,2,63,3,0,72,17063,0,5,0,2,0,72,8,0,33,503,3,0,0,0,8,0,0,0,30,0,8,0,85,37,0,-1,53,0,0,3,6199,6199,0,0
238235,,,,,72,0,0,17,49,2320000,0,19,287,68,1,92,0,0,0,71,0,649,0,68,12,69,57,0,0,0,69,13,0,67,31,66,75,6,0,70,69,223101,69,2027,69,76,67,0,-1,0,3514,77,76,0,174,3,0,23,65,106,152444,10,0,0,73,72,67,0,0,72,0,2,0,0,87,0,238235,11,67,1,-1,74,58,2,0,0,0,0,67,86,70,60,0,-1,0,1,9,2,0,1,0,8,160967,0,0,36,1,0,4,78,2,0,89,15717,0,14,0,3,0,68,1,0,37,502,3,0,4,0,1,0,16,0,30,0,1,0,81,68,0,-1,60,1,0,20,37859,37859,0,0
238236,,,,,70,0,0,0,42,60101,0,1,0,64,1,82,0,0,0,68,0,634,0,51,-1,59,63,0,0,0,67,7,0,49,31,60,73,11,0,64,69,223101,66,2027,71,71,53,0,-1,0,3514,72,82,0,175,3,0,-1,62,106,152136,25,0,0,71,69,73,2097408,0,70,0,2,0,0,82,0,238236,5,50,1,-1,67,52,2,0,0,0,0,68,86,63,62,0,-1,0,0,14,2,0,1,0,8,161029,1,0,36,1,0,3,78,3,0,82,27936,0,6,0,2,0,70,1,0,0,502,3,0,0,0,1,0,0,0,30,0,2,0,84,43,0,-1,68,0,0,2,5636,5636,0,0
238254,,,,,53,0,0,0,11,60101,0,0,0,37,0,51,0,0,0,41,0,161,0,52,-1,50,39,0,0,0,20,11,0,51,31,52,53,13,0,56,42,231102,54,2026,47,45,43,0,-1,0,560,51,73,0,180,1,0,-1,61,134,150271,5,0,0,56,61,39,0,0,75,0,0,0,0,71,0,238254,7,52,1,-1,56,27,1,0,0,0,0,48,67,52,48,0,-1,0,0,14,9,0,1,0,0,158595,1,0,167,1,0,3,58,4,0,72,32685,0,12,0,1,0,38,4,0,0,501,3,0,0,0,4,0,0,0,30,0,2,0,70,56,0,-1,26,0,0,3,21231,32712,21282,0
238257,,,,,87,0,0,48,113,2360101,0,1,0,51,1,33,0,0,0,38,0,579,0,88,-1,86,59,0,0,0,46,11,0,82,31,50,87,16,0,84,85,130101,57,2026,51,59,79,0,-1,0,9010,62,61,0,178,0,0,-1,93,28,150061,5,0,0,70,88,63,655360,0,76,1,2,0,268435456,48,1,238257,12,87,4,-1,86,52,1,0,0,0,0,88,51,70,89,0,-1,0,1,12,2,0,1,0,0,157864,0,0,14,1,0,4,86,5,0,79,25177,0,8,0,1,4608,51,5,0,12,501,4,0,3,0,2,0,0,0,30,0,3,0,57,91,16,-1,35,0,0,6,5483,5483,0,0
238260,,,,,59,0,0,0,11,2290401,0,6,255,41,1,48,0,0,0,33,0,179,0,58,-1,47,37,0,0,0,22,7,0,59,31,46,60,12,0,53,51,223101,39,2026,20,42,56,0,-1,0,4001,46,66,0,187,3,0,-1,73,142,151645,5,0,0,48,68,37,1024,0,79,0,2,0,0,56,0,238260,11,58,1,-1,49,35,1,0,0,0,0,56,69,45,57,0,-1,0,0,5,1,0,1,0,0,161726,1,0,14,2,0,2,72,4,0,65,17056,0,8,0,1,0,26,2,0,0,500,3,0,0,0,1,0,0,0,30,0,4,0,67,57,0,-1,26,0,0,6,35004,35004,0,0
238263,,,,,70,0,0,12,13,2120101,0,19,243,30,1,36,0,0,0,26,0,115,0,69,-1,58,35,0,0,0,25,13,0,69,31,34,72,6,0,68,63,232001,28,2027,25,38,68,0,-1,0,2009,47,38,0,190,3,0,-1,85,379,151166,5,0,0,58,79,51,525312,0,83,0,2,0,0,46,0,238263,12,69,1,-1,65,28,1,0,0,0,0,75,36,47,69,0,-1,0,0,11,5,0,1,0,0,160279,1,0,36,1,0,3,71,3,0,72,12313,0,8,0,1,0,31,2,0,0,501,3,0,0,0,1,0,0,0,30,0,5,0,37,69,0,-1,34,0,0,19,19820,28676,0,0
238270,,,,,66,0,0,12,13,240000,0,6,0,41,1,61,0,0,0,60,0,157,0,63,-1,57,44,0,0,0,57,10,0,64,31,49,69,12,0,65,59,223101,59,2029,52,56,59,0,-1,0,4001,60,69,0,189,3,0,10,74,127,151766,5,0,0,63,75,66,0,2,80,0,2,0,0,63,0,238270,9,64,1,-1,65,33,1,0,0,0,0,79,54,57,68,0,-1,0,0,11,3,0,1,0,0,161341,1,0,46,1,0,3,71,4,0,74,2977,0,14,0,1,0,55,2,0,15,503,4,0,0,0,1,0,0,0,30,0,5,0,62,66,0,-1,39,0,0,0,10974,10974,0,0
238273,,,,,63,0,0,44,43,2150101,0,3,39,63,1,75,0,0,0,62,0,101,0,29,-1,50,55,0,0,0,59,10,0,29,31,43,66,9,0,62,63,223101,55,2027,61,60,26,0,-1,0,1502,63,72,0,183,3,0,18,73,431,152832,25,0,0,62,69,66,0,1,75,0,2,0,0,72,0,238273,12,31,1,-1,57,45,2,0,0,0,0,65,74,52,64,0,-1,0,0,14,9,0,1,0,0,158676,1,0,39,1,0,3,78,3,0,61,18042,0,8,0,2,0,61,4,0,0,502,4,0,0,0,1,0,0,0,30,0,3,0,73,25,0,-1,49,0,0,0,23790,23792,0,0
238277,,,,,74,0,0,33,31,2150101,0,5,246,62,1,72,0,0,0,79,0,65,1,62,14,70,91,0,0,0,69,11,0,60,31,51,74,11,0,70,70,232001,75,2025,71,75,50,0,-1,0,1540,74,78,0,183,3,0,25,69,44,150985,18,0,0,75,73,72,16777473,0,77,0,2,0,0,68,0,238277,5,54,1,-1,75,60,2,0,0,0,0,65,75,68,47,0,-1,0,0,7,5,0,1,0,0,161620,0,0,23,1,0,2,66,2,0,90,10077,0,11,0,1,0,72,2,0,43,501,3,0,0,0,1,2,0,0,30,0,2,0,77,45,0,-1,60,0,0,20,12948,12948,0,0
238282,,,,,67,0,0,21,18,1140101,0,0,28,55,1,75,0,0,0,60,0,110,0,67,-1,64,57,0,0,0,61,13,0,70,31,57,68,6,0,70,66,220101,63,2026,57,65,63,0,-1,1,1004,68,76,0,183,3,0,-1,79,34,152053,14,0,0,70,76,73,0,1,75,0,2,0,0,73,0,238282,12,66,1,-1,72,60,2,0,0,0,0,77,78,65,64,0,-1,0,0,6,9,0,1,0,16,161707,1,0,136,1,0,3,83,2,0,66,23308,0,6,0,2,2048,61,10,0,0,501,3,0,0,0,9,0,0,0,30,0,2,0,77,65,0,-1,52,0,0,0,7848,7848,0,0
238287,,,,,58,0,0,0,41,60401,0,0,0,36,1,76,0,0,0,63,0,67,0,17,18,36,41,0,0,0,52,6,0,19,31,25,58,13,0,60,61,221002,46,2028,56,55,16,0,-1,0,536,57,75,0,178,0,0,23,63,100,151198,25,0,0,51,60,61,0,0,73,0,1,0,0,69,0,238287,6,22,1,-1,41,31,2,0,0,0,0,46,72,37,60,0,-1,0,0,14,9,0,1,0,24,161176,1,0,167,1,0,3,72,4,0,63,20580,0,6,0,1,0,55,4,0,0,501,3,0,0,0,1,0,0,0,30,0,2,0,74,18,0,-1,41,0,0,0,19553,20584,19608,0
238298,,,,,62,84,0,0,2,60101,0,3,0,13,1,38,0,0,0,4,0,123,0,12,-1,24,14,0,0,0,7,64,0,9,31,10,66,65,0,56,43,223101,48,2025,8,5,13,0,-1,0,3513,65,17,0,184,3,0,-1,70,99,151522,0,0,0,14,65,39,0,0,80,0,2,0,0,48,0,238298,52,18,1,-1,25,14,0,0,0,0,0,16,18,52,12,0,-1,0,1,57,9,0,1,0,0,160125,1,0,52,1,0,2,54,2,3,25,23557,0,65,0,0,0,57,4,0,0,501,3,0,0,0,4,0,0,0,30,0,2,0,64,10,0,-1,7,0,0,3,25426,25426,0,0
238303,,,,,70,0,0,0,27,1450101,0,3,42,66,1,86,0,0,0,68,0,390,0,47,-1,61,67,2,0,0,66,8,0,42,31,64,72,11,19,58,61,223101,63,2028,69,72,36,0,-1,0,1528,72,82,0,179,0,0,27,58,379,152271,16,0,0,70,63,74,1048576,2,65,0,2,0,0,84,0,238303,12,43,1,-1,69,51,3,0,0,0,0,58,78,65,52,0,-1,0,1,5,3,0,1,0,0,161361,1,0,36,1,0,2,66,4,0,77,20264,0,9,0,3,0,68,3,0,0,501,3,0,0,0,3,0,0,0,30,0,1,0,80,38,0,-1,45,0,0,3,37726,37726,0,0
238305,,,,,73,0,0,5,46,2120000,0,3,37,67,1,69,0,0,0,66,0,1083,1,74,-1,65,41,0,0,0,54,8,0,71,31,74,73,9,0,72,70,232001,64,2027,59,66,71,0,-1,0,6,67,73,0,180,3,0,-1,63,159,150582,3,0,0,68,65,61,0,2,75,1,2,0,0,65,0,238305,7,69,1,-1,73,32,2,0,0,0,0,72,73,68,70,0,-1,0,2,8,3,0,1,0,0,161538,0,0,45,1,0,3,74,3,0,63,16108,0,11,0,1,0,57,4,0,0,501,3,0,4,0,1,0,0,0,30,0,1,0,73,63,0,-1,44,0,0,3,37913,26408,26409,0
238319,,,,,62,0,0,0,48,70101,0,20,245,54,1,63,0,0,0,53,0,284,0,60,-1,58,46,0,0,0,44,10,0,60,31,62,64,7,0,60,60,223101,56,2026,43,56,61,0,-1,0,3500,58,53,0,175,0,0,3,74,160,152041,5,0,0,57,69,55,134217728,0,76,0,2,0,0,66,0,238319,13,60,1,-1,58,50,1,0,0,0,0,79,57,58,58,0,-1,0,0,14,9,0,1,0,0,161345,1,0,14,1,0,3,68,4,0,52,36551,0,6,0,1,0,46,2,0,0,501,5,0,0,0,1,0,0,0,30,0,3,0,55,59,0,-1,34,0,0,3,10315,10315,0,0
238320,,,,,69,0,0,47,9,60101,0,0,0,68,1,71,0,0,0,61,0,123,0,66,16,71,65,0,0,0,72,15,0,55,31,71,72,12,0,58,66,223101,67,2026,60,71,65,0,-1,0,1515,69,76,0,179,3,0,14,62,105,152090,7,0,0,70,65,72,4,2,74,0,2,0,0,63,0,238320,13,63,1,-1,72,75,2,0,0,0,0,50,72,71,66,0,-1,0,2,12,9,0,1,0,0,161169,1,0,55,2,0,3,73,2,0,80,24267,0,13,0,2,0,64,4,0,22,502,2,0,0,0,4,0,0,0,30,0,1,0,74,62,0,-1,37,0,0,0,33423,33423,0,28
238331,,,,,72,0,0,4,5,2150101,0,0,0,50,1,71,0,0,0,65,0,1068,0,71,12,56,73,0,0,0,62,6,0,69,31,64,72,9,0,68,73,232001,50,2027,55,70,68,0,-1,0,3509,71,82,0,178,3,0,14,65,379,151181,3,0,0,71,70,76,67158016,2,75,0,2,0,0,71,0,238331,9,68,1,-1,70,48,2,0,0,0,0,65,75,61,50,0,-1,0,2,8,9,0,1,0,0,160986,1,0,47,1,0,2,67,2,0,83,22230,0,15,0,1,0,61,4,0,18,501,2,0,0,0,1,0,0,0,30,0,2,0,79,70,0,-1,43,0,0,0,4808,4808,0,0
238332,,,,,72,0,0,31,41,1140101,0,8,0,50,1,66,0,0,0,74,0,16,0,50,14,55,67,0,0,0,64,7,0,47,31,64,72,12,0,70,67,232001,68,2027,70,68,47,0,-1,0,4008,69,80,0,180,3,0,18,74,363,150939,25,0,0,68,79,75,536870928,2,88,0,2,0,0,88,0,238332,14,49,1,-1,70,44,2,0,0,0,0,84,83,64,72,0,-1,0,0,9,2,0,1,0,8,161289,1,0,52,1,0,4,87,3,0,83,10880,0,15,0,2,0,69,4,0,0,501,5,0,0,0,1,0,0,0,30,0,3,0,81,41,0,-1,55,0,0,6,7706,7706,0,0
238336,,,,,69,0,0,4,46,30101,0,3,251,57,1,69,0,0,0,63,0,190,0,69,-1,65,49,0,0,0,54,11,0,68,31,64,72,5,0,69,65,223101,63,2029,62,67,68,0,-1,0,3517,67,71,0,183,0,0,14,72,315,152226,3,0,0,66,70,62,0,0,74,0,2,0,0,66,0,238336,8,66,1,-1,67,52,2,0,0,0,0,72,77,64,55,0,-1,0,2,10,1,0,1,0,0,161708,1,0,14,1,0,4,75,2,0,65,17746,0,12,0,1,2048,59,1,0,18,501,3,0,0,0,1,0,0,0,30,0,2,0,74,65,0,-1,48,0,0,6,30779,30779,0,0
238354,,,,,68,0,0,11,12,60101,0,21,0,26,1,47,0,0,0,25,0,85,0,66,-1,54,36,0,0,0,27,9,0,66,31,28,68,8,0,66,60,231102,37,2025,33,39,64,16,-1,3,518,49,44,0,188,3,0,-1,84,127,150482,5,0,0,57,76,43,425984,0,82,0,1,0,0,57,0,238354,10,67,1,-1,62,30,1,0,0,0,0,69,53,46,68,0,-1,0,0,6,9,0,1,1,8,161176,1,0,167,1,0,3,76,3,0,67,6866,0,14,0,1,0,33,4,0,0,503,4,0,0,0,4,0,9,0,30,0,5,0,48,68,0,-1,29,3,0,0,14341,6877,14342,0
238360,,,,,64,0,0,43,25,2150000,0,19,0,59,1,74,0,0,0,59,0,923,0,20,16,60,47,0,0,0,51,9,0,32,31,53,64,13,0,59,58,232001,61,2026,54,59,24,0,-1,0,47,61,81,0,179,3,0,25,70,161,151581,12,0,0,61,69,58,2097152,0,75,0,2,0,0,52,0,238360,12,24,1,-1,61,59,2,0,0,0,0,40,78,59,39,0,-1,0,1,11,1,0,1,0,0,161532,1,0,195,1,0,2,63,3,0,90,20735,0,8,0,2,0,53,3,0,29,503,3,0,0,0,3,0,0,0,30,0,2,0,80,19,0,23,38,0,0,6,38414,38414,0,0
